pic,area,X1,Y1,X2,Y3
t42-1.jpg,choose1,400,692,471,790
t42-1.jpg,choose2,471,692,542,790
t42-1.jpg,choose3,542,692,613,790
t42-1.jpg,choose4,613,692,684,790
t42-1.jpg,choose5,684,692,755,790
t42-1.jpg,choose6,755,692,826,790
t42-1.jpg,choose7,826,692,897,790
t43-1.jpg,yuduan,202,248,1086,447
t43-1.jpg,question,362,583,904,653
t43-1.jpg,choose1,400,692,471,790
t43-1.jpg,choose2,471,692,542,790
t43-1.jpg,choose3,542,692,613,790
t43-1.jpg,choose4,613,692,684,790
t43-1.jpg,choose5,684,692,755,790
t43-1.jpg,choose6,755,692,826,790
t43-1.jpg,choose7,826,692,897,790
t44-1.jpg,yuduan,202,248,1086,447
t44-1.jpg,question,265,586,1004,655
t44-1.jpg,choose1,400,692,471,790
t44-1.jpg,choose2,471,692,542,790
t44-1.jpg,choose3,542,692,613,790
t44-1.jpg,choose4,613,692,684,790
t44-1.jpg,choose5,684,692,755,790
t44-1.jpg,choose6,755,692,826,790
t44-1.jpg,choose7,826,692,897,790
t51-1.jpg,yuduan,202,248,1086,400
t51-1.jpg,question,350,586,912,647
t51-1.jpg,yes,504,695,579,747
t51-1.jpg,no,704,695,791,747
t52-1.jpg,yuduan,202,248,1086,400
t52-1.jpg,question,207,590,1062,645
t52-1.jpg,choose1,400,692,471,790
t52-1.jpg,choose2,471,692,542,790
t52-1.jpg,choose3,542,692,613,790
t52-1.jpg,choose4,613,692,684,790
t52-1.jpg,choose5,684,692,755,790
t52-1.jpg,choose6,755,692,826,790
t52-1.jpg,choose7,826,692,897,790
t53-1.jpg,yuduan,202,248,1086,400
t53-1.jpg,question,362,583,904,653
t53-1.jpg,choose1,400,692,471,790
t53-1.jpg,choose2,471,692,542,790
t53-1.jpg,choose3,542,692,613,790
t53-1.jpg,choose4,613,692,684,790
t53-1.jpg,choose5,684,692,755,790
t53-1.jpg,choose6,755,692,826,790
t53-1.jpg,choose7,826,692,897,790
t54-1.jpg,yuduan,202,248,1086,400
t54-1.jpg,question,265,586,1004,655
t54-1.jpg,choose1,400,692,471,790
t54-1.jpg,choose2,471,692,542,790
t54-1.jpg,choose3,542,692,613,790
t54-1.jpg,choose4,613,692,684,790
t54-1.jpg,choose5,684,692,755,790
t54-1.jpg,choose6,755,692,826,790
t54-1.jpg,choose7,826,692,897,790
t61-1.jpg,yuduan,202,248,1086,400
t61-1.jpg,question,350,586,912,647
t61-1.jpg,yes,504,695,579,747
t61-1.jpg,no,704,695,791,747
t62-1.jpg,yuduan,202,248,1086,400
t62-1.jpg,question,207,590,1062,645
t62-1.jpg,choose1,400,692,471,790
t62-1.jpg,choose2,471,692,542,790
t62-1.jpg,choose3,542,692,613,790
t62-1.jpg,choose4,613,692,684,790
t62-1.jpg,choose5,684,692,755,790
t62-1.jpg,choose6,755,692,826,790
t62-1.jpg,choose7,826,692,897,790
t63-1.jpg,yuduan,202,248,1086,400
t63-1.jpg,question,362,583,904,653
t63-1.jpg,choose1,400,692,471,790
t63-1.jpg,choose2,471,692,542,790
t63-1.jpg,choose3,542,692,613,790
t63-1.jpg,choose4,613,692,684,790
t63-1.jpg,choose5,684,692,755,790
t63-1.jpg,choose6,755,692,826,790
t63-1.jpg,choose7,826,692,897,790
t64-1.jpg,yuduan,202,248,1086,400
t64-1.jpg,question,265,586,1004,655
t64-1.jpg,choose1,400,692,471,790
t64-1.jpg,choose2,471,692,542,790
t64-1.jpg,choose3,542,692,613,790
t64-1.jpg,choose4,613,692,684,790
t64-1.jpg,choose5,684,692,755,790
t64-1.jpg,choose6,755,692,826,790
t64-1.jpg,choose7,826,692,897,790
t71-1.jpg,yuduan,202,248,1086,487
t71-1.jpg,question,350,586,912,647
t71-1.jpg,yes,504,695,579,747
t71-1.jpg,no,704,695,791,747
t72-1.jpg,yuduan,202,248,1086,487
t72-1.jpg,question,207,590,1062,645
t72-1.jpg,choose1,400,692,471,790
t72-1.jpg,choose2,471,692,542,790
t72-1.jpg,choose3,542,692,613,790
t72-1.jpg,choose4,613,692,684,790
t72-1.jpg,choose5,684,692,755,790
t72-1.jpg,choose6,755,692,826,790
t72-1.jpg,choose7,826,692,897,790
t73-1.jpg,yuduan,202,248,1086,487
t73-1.jpg,question,362,583,904,653
t73-1.jpg,choose1,400,692,471,790
t73-1.jpg,choose2,471,692,542,790
t73-1.jpg,choose3,542,692,613,790
t73-1.jpg,choose4,613,692,684,790
t73-1.jpg,choose5,684,692,755,790
t73-1.jpg,choose6,755,692,826,790
t73-1.jpg,choose7,826,692,897,790
t74-1.jpg,yuduan,202,248,1086,487
t74-1.jpg,question,265,586,1004,655
t74-1.jpg,choose1,400,692,471,790
t74-1.jpg,choose2,471,692,542,790
t74-1.jpg,choose3,542,692,613,790
t74-1.jpg,choose4,613,692,684,790
t74-1.jpg,choose5,684,692,755,790
t74-1.jpg,choose6,755,692,826,790
t74-1.jpg,choose7,826,692,897,790
t81-1.jpg,yuduan,202,248,1086,487
t81-1.jpg,question,350,586,912,647
t81-1.jpg,yes,504,695,579,747
t81-1.jpg,no,704,695,791,747
t82-1.jpg,yuduan,202,248,1086,487
t82-1.jpg,question,207,590,1062,645
t82-1.jpg,choose1,400,692,471,790
t82-1.jpg,choose2,471,692,542,790
t82-1.jpg,choose3,542,692,613,790
t82-1.jpg,choose4,613,692,684,790
t82-1.jpg,choose5,684,692,755,790
t82-1.jpg,choose6,755,692,826,790
t82-1.jpg,choose7,826,692,897,790
t83-1.jpg,yuduan,202,248,1086,487
t83-1.jpg,question,362,583,904,653
t83-1.jpg,choose1,400,692,471,790
t83-1.jpg,choose2,471,692,542,790
t83-1.jpg,choose3,542,692,613,790
t83-1.jpg,choose4,613,692,684,790
t83-1.jpg,choose5,684,692,755,790
t83-1.jpg,choose6,755,692,826,790
t83-1.jpg,choose7,826,692,897,790
t84-1.jpg,yuduan,202,248,1086,487
t84-1.jpg,question,265,586,1004,655
t84-1.jpg,choose1,400,692,471,790
t84-1.jpg,choose2,471,692,542,790
t84-1.jpg,choose3,542,692,613,790
t84-1.jpg,choose4,613,692,684,790
t84-1.jpg,choose5,684,692,755,790
t84-1.jpg,choose6,755,692,826,790
t84-1.jpg,choose7,826,692,897,790
t91-1.jpg,yuduan,202,248,1086,400
t91-1.jpg,question,350,586,912,647
t91-1.jpg,yes,504,695,579,747
t91-1.jpg,no,704,695,791,747
t92-1.jpg,yuduan,202,248,1086,400
t92-1.jpg,question,207,590,1062,645
t92-1.jpg,choose1,400,692,471,790
t92-1.jpg,choose2,471,692,542,790
t92-1.jpg,choose3,542,692,613,790
t92-1.jpg,choose4,613,692,684,790
t92-1.jpg,choose5,684,692,755,790
t92-1.jpg,choose6,755,692,826,790
t92-1.jpg,choose7,826,692,897,790
t93-1.jpg,yuduan,202,248,1086,400
t93-1.jpg,question,362,583,904,653
t93-1.jpg,choose1,400,692,471,790
t93-1.jpg,choose2,471,692,542,790
t93-1.jpg,choose3,542,692,613,790
t93-1.jpg,choose4,613,692,684,790
t93-1.jpg,choose5,684,692,755,790
t93-1.jpg,choose6,755,692,826,790
t93-1.jpg,choose7,826,692,897,790
t94-1.jpg,yuduan,202,248,1086,400
t94-1.jpg,question,265,586,1004,655
t94-1.jpg,choose1,400,692,471,790
t94-1.jpg,choose2,471,692,542,790
t94-1.jpg,choose3,542,692,613,790
t94-1.jpg,choose4,613,692,684,790
t94-1.jpg,choose5,684,692,755,790
t94-1.jpg,choose6,755,692,826,790
t94-1.jpg,choose7,826,692,897,790
t101-1.jpg,yuduan,202,248,1086,447
t101-1.jpg,question,350,586,912,647
t101-1.jpg,yes,504,695,579,747
t101-1.jpg,no,704,695,791,747
t102-1.jpg,yuduan,202,248,1086,447
t102-1.jpg,question,207,590,1062,645
t102-1.jpg,choose1,400,692,471,790
t102-1.jpg,choose2,471,692,542,790
t102-1.jpg,choose3,542,692,613,790
t102-1.jpg,choose4,613,692,684,790
t102-1.jpg,choose5,684,692,755,790
t102-1.jpg,choose6,755,692,826,790
t102-1.jpg,choose7,826,692,897,790
t103-1.jpg,yuduan,202,248,1086,447
t103-1.jpg,question,362,583,904,653
t103-1.jpg,choose1,400,692,471,790
t103-1.jpg,choose2,471,692,542,790
t103-1.jpg,choose3,542,692,613,790
t103-1.jpg,choose4,613,692,684,790
t103-1.jpg,choose5,684,692,755,790
t103-1.jpg,choose6,755,692,826,790
t103-1.jpg,choose7,826,692,897,790
t104-1.jpg,yuduan,202,248,1086,447
t104-1.jpg,question,265,586,1004,655
t104-1.jpg,choose1,400,692,471,790
t104-1.jpg,choose2,471,692,542,790
t104-1.jpg,choose3,542,692,613,790
t104-1.jpg,choose4,613,692,684,790
t104-1.jpg,choose5,684,692,755,790
t104-1.jpg,choose6,755,692,826,790
t104-1.jpg,choose7,826,692,897,790
t111-1.jpg,yuduan,202,248,1086,487
t111-1.jpg,question,350,586,912,647
t111-1.jpg,yes,504,695,579,747
t111-1.jpg,no,704,695,791,747
t112-1.jpg,yuduan,202,248,1086,487
t112-1.jpg,question,207,590,1062,645
t112-1.jpg,choose1,400,692,471,790
t112-1.jpg,choose2,471,692,542,790
t112-1.jpg,choose3,542,692,613,790
t112-1.jpg,choose4,613,692,684,790
t112-1.jpg,choose5,684,692,755,790
t112-1.jpg,choose6,755,692,826,790
t112-1.jpg,choose7,826,692,897,790
t113-1.jpg,yuduan,202,248,1086,487
t113-1.jpg,question,362,583,904,653
t113-1.jpg,choose1,400,692,471,790
t113-1.jpg,choose2,471,692,542,790
t113-1.jpg,choose3,542,692,613,790
t113-1.jpg,choose4,613,692,684,790
t113-1.jpg,choose5,684,692,755,790
t113-1.jpg,choose6,755,692,826,790
t113-1.jpg,choose7,826,692,897,790
t114-1.jpg,yuduan,202,248,1086,487
t114-1.jpg,question,265,586,1004,655
t114-1.jpg,choose1,400,692,471,790
t114-1.jpg,choose2,471,692,542,790
t114-1.jpg,choose3,542,692,613,790
t114-1.jpg,choose4,613,692,684,790
t114-1.jpg,choose5,684,692,755,790
t114-1.jpg,choose6,755,692,826,790
t114-1.jpg,choose7,826,692,897,790
t121-1.jpg,yuduan,202,248,1086,447
t121-1.jpg,question,350,586,912,647
t121-1.jpg,yes,504,695,579,747
t121-1.jpg,no,704,695,791,747
t122-1.jpg,yuduan,202,248,1086,447
t122-1.jpg,question,207,590,1062,645
t122-1.jpg,choose1,400,692,471,790
t122-1.jpg,choose2,471,692,542,790
t122-1.jpg,choose3,542,692,613,790
t122-1.jpg,choose4,613,692,684,790
t122-1.jpg,choose5,684,692,755,790
t122-1.jpg,choose6,755,692,826,790
t122-1.jpg,choose7,826,692,897,790
t123-1.jpg,yuduan,202,248,1086,447
t123-1.jpg,question,362,583,904,653
t123-1.jpg,choose1,400,692,471,790
t123-1.jpg,choose2,471,692,542,790
t123-1.jpg,choose3,542,692,613,790
t123-1.jpg,choose4,613,692,684,790
t123-1.jpg,choose5,684,692,755,790
t123-1.jpg,choose6,755,692,826,790
t123-1.jpg,choose7,826,692,897,790
t124-1.jpg,yuduan,202,248,1086,447
t124-1.jpg,question,265,586,1004,655
t124-1.jpg,choose1,400,692,471,790
t124-1.jpg,choose2,471,692,542,790
t124-1.jpg,choose3,542,692,613,790
t124-1.jpg,choose4,613,692,684,790
t124-1.jpg,choose5,684,692,755,790
t124-1.jpg,choose6,755,692,826,790
t124-1.jpg,choose7,826,692,897,790
t131-1.jpg,yuduan,202,248,1086,536
t131-1.jpg,question,350,586,912,647
t131-1.jpg,yes,504,695,579,747
t131-1.jpg,no,704,695,791,747
t132-1.jpg,yuduan,202,248,1086,536
t132-1.jpg,question,207,590,1062,645
t132-1.jpg,choose1,400,692,471,790
t132-1.jpg,choose2,471,692,542,790
t132-1.jpg,choose3,542,692,613,790
t132-1.jpg,choose4,613,692,684,790
t132-1.jpg,choose5,684,692,755,790
t132-1.jpg,choose6,755,692,826,790
t132-1.jpg,choose7,826,692,897,790
t133-1.jpg,yuduan,202,248,1086,536
t133-1.jpg,question,362,583,904,653
t133-1.jpg,choose1,400,692,471,790
t133-1.jpg,choose2,471,692,542,790
t133-1.jpg,choose3,542,692,613,790
t133-1.jpg,choose4,613,692,684,790
t133-1.jpg,choose5,684,692,755,790
t133-1.jpg,choose6,755,692,826,790
t133-1.jpg,choose7,826,692,897,790
t134-1.jpg,yuduan,202,248,1086,536
t134-1.jpg,question,265,586,1004,655
t134-1.jpg,choose1,400,692,471,790
t134-1.jpg,choose2,471,692,542,790
t134-1.jpg,choose3,542,692,613,790
t134-1.jpg,choose4,613,692,684,790
t134-1.jpg,choose5,684,692,755,790
t134-1.jpg,choose6,755,692,826,790
t134-1.jpg,choose7,826,692,897,790
t141-1.jpg,yuduan,202,248,1086,536
t141-1.jpg,question,350,586,912,647
t141-1.jpg,yes,504,695,579,747
t141-1.jpg,no,704,695,791,747
t142-1.jpg,yuduan,202,248,1086,536
t142-1.jpg,question,207,590,1062,645
t142-1.jpg,choose1,400,692,471,790
t142-1.jpg,choose2,471,692,542,790
t142-1.jpg,choose3,542,692,613,790
t142-1.jpg,choose4,613,692,684,790
t142-1.jpg,choose5,684,692,755,790
t142-1.jpg,choose6,755,692,826,790
t142-1.jpg,choose7,826,692,897,790
t143-1.jpg,yuduan,202,248,1086,536
t143-1.jpg,question,362,583,904,653
t143-1.jpg,choose1,400,692,471,790
t143-1.jpg,choose2,471,692,542,790
t143-1.jpg,choose3,542,692,613,790
t143-1.jpg,choose4,613,692,684,790
t143-1.jpg,choose5,684,692,755,790
t143-1.jpg,choose6,755,692,826,790
t143-1.jpg,choose7,826,692,897,790
t144-1.jpg,yuduan,202,248,1086,536
t144-1.jpg,question,265,586,1004,655
t144-1.jpg,choose1,400,692,471,790
t144-1.jpg,choose2,471,692,542,790
t144-1.jpg,choose3,542,692,613,790
t144-1.jpg,choose4,613,692,684,790
t144-1.jpg,choose5,684,692,755,790
t144-1.jpg,choose6,755,692,826,790
t144-1.jpg,choose7,826,692,897,790
t151-1.jpg,yuduan,202,248,1086,447
t151-1.jpg,question,350,586,912,647
t151-1.jpg,yes,504,695,579,747
t151-1.jpg,no,704,695,791,747
t152-1.jpg,yuduan,202,248,1086,447
t152-1.jpg,question,207,590,1062,645
t152-1.jpg,choose1,400,692,471,790
t152-1.jpg,choose2,471,692,542,790
t152-1.jpg,choose3,542,692,613,790
t152-1.jpg,choose4,613,692,684,790
t152-1.jpg,choose5,684,692,755,790
t152-1.jpg,choose6,755,692,826,790
t152-1.jpg,choose7,826,692,897,790
t153-1.jpg,yuduan,202,248,1086,447
t153-1.jpg,question,362,583,904,653
t153-1.jpg,choose1,400,692,471,790
t153-1.jpg,choose2,471,692,542,790
t153-1.jpg,choose3,542,692,613,790
t153-1.jpg,choose4,613,692,684,790
t153-1.jpg,choose5,684,692,755,790
t153-1.jpg,choose6,755,692,826,790
t153-1.jpg,choose7,826,692,897,790
t154-1.jpg,yuduan,202,248,1086,447
t154-1.jpg,question,265,586,1004,655
t154-1.jpg,choose1,400,692,471,790
t154-1.jpg,choose2,471,692,542,790
t154-1.jpg,choose3,542,692,613,790
t154-1.jpg,choose4,613,692,684,790
t154-1.jpg,choose5,684,692,755,790
t154-1.jpg,choose6,755,692,826,790
t154-1.jpg,choose7,826,692,897,790
t161-1.jpg,yuduan,202,248,1086,400
t161-1.jpg,question,350,586,912,647
t161-1.jpg,yes,504,695,579,747
t161-1.jpg,no,704,695,791,747
t162-1.jpg,yuduan,202,248,1086,400
t162-1.jpg,question,207,590,1062,645
t162-1.jpg,choose1,400,692,471,790
t162-1.jpg,choose2,471,692,542,790
t162-1.jpg,choose3,542,692,613,790
t162-1.jpg,choose4,613,692,684,790
t162-1.jpg,choose5,684,692,755,790
t162-1.jpg,choose6,755,692,826,790
t162-1.jpg,choose7,826,692,897,790
t163-1.jpg,yuduan,202,248,1086,400
t163-1.jpg,question,362,583,904,653
t163-1.jpg,choose1,400,692,471,790
t163-1.jpg,choose2,471,692,542,790
t163-1.jpg,choose3,542,692,613,790
t163-1.jpg,choose4,613,692,684,790
t163-1.jpg,choose5,684,692,755,790
t163-1.jpg,choose6,755,692,826,790
t163-1.jpg,choose7,826,692,897,790
t164-1.jpg,yuduan,202,248,1086,400
t164-1.jpg,question,265,586,1004,655
t164-1.jpg,choose1,400,692,471,790
t164-1.jpg,choose2,471,692,542,790
t164-1.jpg,choose3,542,692,613,790
